iter	Passed	Remaining
456	826	981
457	827	979
458	830	979
459	831	976
460	832	973
461	835	972
462	837	970
463	838	968
464	839	966
465	840	963
466	842	961
467	844	960
468	845	957
469	846	954
470	848	952
471	851	952
472	853	951
473	856	950
474	858	948
475	860	946
476	872	956
477	874	955
478	880	957
479	881	955
480	883	953
481	885	951
482	887	949
483	888	947
484	890	945
485	891	942
486	892	940
487	895	939
488	897	937
489	898	934
490	899	932
491	900	929
492	901	927
493	902	924
494	903	921
495	904	919
496	905	916
497	906	913
498	907	911
499	910	910
500	911	907
501	912	905
502	913	902
503	914	900
504	915	897
505	916	894
506	917	892
507	918	889
508	919	887
509	920	884
510	921	882
511	924	880
512	925	878
513	926	876
514	927	873
515	928	871
516	929	868
517	931	866
518	932	864
519	934	862
520	936	860
521	939	860
522	941	858
523	943	856
524	944	854
525	945	851
526	946	849
527	947	846
528	948	844
529	949	841
530	950	839
531	951	836
532	954	836
533	955	833
534	956	831
535	957	829
536	958	826
537	959	824
538	960	821
539	961	819
540	963	817
541	964	814
542	964	812
543	965	809
544	969	809
545	971	807
546	972	805
547	973	803
548	975	801
549	976	798
550	977	796
551	978	793
552	979	791
553	981	789
554	984	789
555	986	787
556	987	785
557	989	783
558	990	781
559	992	779
560	994	777
561	995	776
562	998	775
563	1000	773
564	1002	771
565	1004	770
566	1006	768
567	1008	766
568	1011	765
569	1014	765
570	1015	763
571	1017	761
572	1018	759
573	1021	757
574	1022	755
575	1023	753
576	1024	751
577	1025	748
578	1028	748
579	1030	746
580	1033	745
581	1035	743
582	1037	741
583	1038	739
584	1040	737
585	1041	735
586	1046	735
587	1047	734
588	1051	733
589	1052	731
590	1054	729
591	1056	727
592	1061	728
593	1063	726
594	1064	724
595	1065	722
596	1066	720
597	1067	717
598	1068	715
599	1070	713
600	1071	711
601	1072	709
602	1075	707
603	1076	705
604	1077	703
605	1078	701
606	1079	699
607	1081	697
608	1082	695
609	1084	693
610	1085	691
611	1086	689
612	1090	688
613	1092	686
614	1093	684
615	1094	682
616	1095	680
617	1096	677
618	1097	675
619	1098	673
620	1099	671
621	1101	669
622	1102	666
623	1104	665
624	1105	663
625	1106	661
626	1107	659
627	1109	656
628	1110	654
629	1111	652
630	1112	650
631	1113	648
632	1115	646
633	1116	644
634	1118	643
635	1119	640
636	1121	639
637	1122	636
638	1123	634
639	1124	632
640	1125	630
641	1127	628
642	1128	626
643	1129	624
644	1130	622
645	1132	620
646	1133	618
647	1134	616
648	1136	614
649	1137	612
650	1138	610
651	1139	608
652	1140	605
653	1141	603
654	1142	601
655	1143	599
656	1144	597
657	1146	595
658	1147	593
659	1148	591
660	1149	589
661	1150	587
662	1151	585
663	1152	583
664	1153	581
665	1154	579
666	1156	577
667	1159	576
668	1162	575
669	1164	573
670	1166	571
671	1167	569
672	1168	567
673	1169	565
674	1171	564
675	1172	562
676	1173	560
677	1177	559
678	1179	557
679	1180	555
680	1181	553
681	1183	551
682	1184	549
683	1185	547
684	1186	545
685	1187	543
686	1188	541
687	1189	539
688	1192	538
689	1194	536
690	1195	534
691	1196	532
692	1197	530
693	1198	528
694	1199	526
695	1200	524
696	1201	522
697	1202	520
698	1205	518
699	1207	517
700	1208	515
701	1210	513
702	1211	511
703	1212	509
704	1214	508
705	1215	505
706	1216	504
707	1217	501
708	1218	499
709	1221	498
710	1222	496
711	1223	494
712	1224	492
713	1225	490
714	1226	488
715	1227	486
716	1228	484
717	1229	482
718	1230	480
719	1231	479
720	1232	477
721	1235	475
722	1236	473
723	1237	471
724	1238	469
725	1239	467
726	1240	465
727	1241	463
728	1242	461
729	1243	459
730	1244	458
731	1245	456
732	1247	454
733	1249	452
734	1250	450
735	1251	448
736	1252	446
737	1253	444
738	1254	442
739	1255	441
740	1256	439
741	1257	437
742	1258	435
743	1259	433
744	1260	431
745	1261	429
746	1262	427
747	1264	426
748	1265	424
749	1266	422
750	1267	420
751	1268	418
752	1269	416
753	1270	414
754	1271	412
755	1272	410
756	1273	408
757	1274	406
758	1275	405
759	1276	403
760	1278	401
761	1279	399
762	1280	397
763	1281	395
764	1282	394
765	1283	392
766	1284	390
767	1285	388
768	1286	386
769	1287	384
770	1288	382
771	1289	380
772	1291	379
773	1293	377
774	1294	375
775	1295	373
776	1296	372
777	1297	370
778	1298	368
779	1299	366
780	1301	364
781	1302	363
782	1303	361
783	1304	359
784	1305	357
785	1306	355
786	1308	354
787	1309	352
788	1310	350
789	1311	348
790	1312	346
791	1313	344
792	1314	343
793	1315	341
794	1316	339
795	1317	337
796	1318	335
797	1319	334
798	1321	332
799	1322	330
800	1324	328
801	1325	327
802	1326	325
803	1327	323
804	1328	321
805	1329	319
806	1330	318
807	1331	316
808	1332	314
809	1333	312
810	1334	310
811	1336	309
812	1338	307
813	1339	306
814	1340	304
815	1341	302
816	1342	300
817	1343	298
818	1344	297
819	1345	295
820	1346	293
821	1347	291
822	1348	290
823	1349	288
824	1351	286
825	1353	285
826	1354	283
827	1354	281
828	1355	279
829	1357	277
830	1358	276
831	1359	274
832	1360	272
833	1361	270
834	1362	269
835	1363	267
836	1364	265
837	1366	264
838	1367	262
839	1368	260
840	1369	258
841	1370	257
842	1371	255
843	1372	253
844	1373	251
845	1374	250
846	1375	248
847	1377	246
848	1380	245
849	1382	243
850	1385	242
851	1386	240
852	1387	239
853	1389	237
854	1390	235
855	1391	234
856	1392	232
857	1393	230
858	1395	229
859	1397	227
860	1398	225
861	1399	223
862	1399	222
863	1400	220
864	1401	218
865	1402	217
866	1403	215
867	1405	213
868	1406	211
869	1407	210
870	1408	208
871	1410	207
872	1411	205
873	1412	203
874	1413	201
875	1414	200
876	1415	198
877	1416	196
878	1417	195
879	1418	193
880	1419	191
881	1420	190
882	1421	188
883	1422	186
884	1424	185
885	1425	183
886	1426	181
887	1427	180
888	1428	178
889	1429	176
890	1430	175
891	1432	173
892	1433	171
893	1434	170
894	1435	168
895	1436	166
896	1437	165
897	1439	163
898	1440	161
899	1441	160
900	1442	158
901	1443	156
902	1444	155
903	1445	153
904	1446	151
905	1447	150
906	1448	148
907	1449	146
908	1450	145
909	1451	143
910	1453	142
911	1454	140
912	1455	138
913	1456	137
914	1457	135
915	1458	133
916	1459	132
917	1460	130
918	1461	128
919	1462	127
920	1463	125
921	1464	123
922	1465	122
923	1469	120
924	1470	119
925	1472	117
926	1473	116
927	1475	114
928	1476	112
929	1477	111
930	1478	109
931	1479	107
932	1480	106
933	1482	104
934	1483	103
935	1485	101
936	1486	99
937	1487	98
938	1488	96
939	1489	95
940	1490	93
941	1492	91
942	1493	90
943	1494	88
944	1495	87
945	1496	85
946	1498	83
947	1499	82
948	1500	80
949	1501	79
950	1502	77
951	1503	75
952	1504	74
953	1505	72
954	1506	71
955	1507	69
956	1508	67
957	1509	66
958	1511	64
959	1512	63
960	1514	61
961	1514	59
962	1515	58
963	1517	56
964	1518	55
965	1519	53
966	1520	51
967	1521	50
968	1522	48
969	1523	47
970	1524	45
971	1525	43
972	1527	42
973	1528	40
974	1529	39
975	1530	37
976	1531	36
977	1532	34
978	1533	32
979	1534	31
980	1535	29
981	1536	28
982	1537	26
983	1538	25
984	1540	23
985	1541	21
986	1542	20
987	1543	18
988	1544	17
989	1545	15
990	1546	14
991	1547	12
992	1548	10
993	1549	9
994	1550	7
995	1551	6
996	1552	4
997	1553	3
998	1556	1
999	1557	0
